semilla	cp	maxdepth	minsplit	minbucket	ganancia_test
997609	-0.5	8	800	5	158290000
941207	-0.5	8	800	5	163810000
614051	-0.5	8	800	5	165820000
235241	-0.5	8	800	5	171590000
420811	-0.5	8	800	5	148720000
163147	-0.5	8	800	5	139850000
282571	-0.5	8	800	5	149040000
998813	-0.5	8	800	5	162150000
140827	-0.5	8	800	5	155330000
916337	-0.5	8	800	5	148710000
386363	-0.5	8	800	5	153050000
695117	-0.5	8	800	5	143630000
176357	-0.5	8	800	5	169450000
333673	-0.5	8	800	5	152990000
305369	-0.5	8	800	20	168950000
908797	-0.5	8	800	20	169910000
266129	-0.5	8	800	20	152140000
314693	-0.5	8	800	20	173760000
801569	-0.5	8	800	20	152730000
934229	-0.5	8	800	20	159060000
997609	-0.5	8	800	20	158050000
941207	-0.5	8	800	20	168740000
614051	-0.5	8	800	20	175350000
235241	-0.5	8	800	20	178630000
420811	-0.5	8	800	20	150820000
163147	-0.5	8	800	20	158760000
282571	-0.5	8	800	20	162800000
998813	-0.5	8	800	20	165780000
140827	-0.5	8	800	20	172820000
916337	-0.5	8	800	20	149250000
386363	-0.5	8	800	20	159060000
695117	-0.5	8	800	20	149020000
176357	-0.5	8	800	20	168530000
333673	-0.5	8	800	20	146650000
305369	-0.5	8	600	5	165130000
908797	-0.5	8	600	5	147870000
266129	-0.5	8	600	5	143210000
314693	-0.5	8	600	5	169340000
801569	-0.5	8	600	5	150080000
934229	-0.5	8	600	5	158210000
997609	-0.5	8	600	5	158090000
941207	-0.5	8	600	5	164600000
614051	-0.5	8	600	5	162160000
235241	-0.5	8	600	5	172290000
420811	-0.5	8	600	5	149540000
163147	-0.5	8	600	5	139680000
282571	-0.5	8	600	5	149870000
998813	-0.5	8	600	5	162790000
140827	-0.5	8	600	5	160480000
916337	-0.5	8	600	5	150200000
386363	-0.5	8	600	5	155870000
695117	-0.5	8	600	5	146670000
176357	-0.5	8	600	5	170510000
333673	-0.5	8	600	5	156520000
305369	-0.5	8	600	20	169450000
908797	-0.5	8	600	20	176210000
266129	-0.5	8	600	20	154870000
314693	-0.5	8	600	20	173760000
801569	-0.5	8	600	20	154980000
934229	-0.5	8	600	20	153070000
997609	-0.5	8	600	20	160940000
941207	-0.5	8	600	20	171100000
614051	-0.5	8	600	20	166880000
235241	-0.5	8	600	20	178550000
420811	-0.5	8	600	20	150620000
163147	-0.5	8	600	20	158680000
282571	-0.5	8	600	20	165680000
998813	-0.5	8	600	20	164900000
140827	-0.5	8	600	20	172880000
916337	-0.5	8	600	20	150180000
386363	-0.5	8	600	20	161010000
695117	-0.5	8	600	20	150740000
176357	-0.5	8	600	20	169250000
333673	-0.5	8	600	20	148500000
305369	-0.5	8	400	5	166600000
908797	-0.5	8	400	5	151720000
266129	-0.5	8	400	5	140330000
314693	-0.5	8	400	5	166260000
801569	-0.5	8	400	5	150030000
934229	-0.5	8	400	5	159560000
997609	-0.5	8	400	5	158270000
941207	-0.5	8	400	5	168420000
614051	-0.5	8	400	5	161980000
235241	-0.5	8	400	5	167530000
420811	-0.5	8	400	5	149360000
163147	-0.5	8	400	5	143260000
282571	-0.5	8	400	5	149520000
998813	-0.5	8	400	5	157920000
140827	-0.5	8	400	5	161340000
916337	-0.5	8	400	5	149720000
386363	-0.5	8	400	5	150140000
695117	-0.5	8	400	5	144580000
176357	-0.5	8	400	5	169970000
333673	-0.5	8	400	5	160760000
305369	-0.5	8	400	20	171570000
908797	-0.5	8	400	20	176270000
266129	-0.5	8	400	20	152950000
314693	-0.5	8	400	20	172180000
801569	-0.5	8	400	20	153080000
934229	-0.5	8	400	20	154460000
997609	-0.5	8	400	20	157590000
941207	-0.5	8	400	20	170230000
614051	-0.5	8	400	20	162310000
235241	-0.5	8	400	20	178070000
420811	-0.5	8	400	20	154530000
163147	-0.5	8	400	20	157810000
282571	-0.5	8	400	20	165770000
998813	-0.5	8	400	20	159400000
140827	-0.5	8	400	20	176650000
916337	-0.5	8	400	20	150100000
386363	-0.5	8	400	20	156340000
695117	-0.5	8	400	20	151420000
176357	-0.5	8	400	20	167920000
333673	-0.5	8	400	20	149840000
305369	-0.5	8	200	5	168400000
908797	-0.5	8	200	5	152520000
266129	-0.5	8	200	5	139440000
314693	-0.5	8	200	5	166310000
801569	-0.5	8	200	5	147930000
934229	-0.5	8	200	5	154220000
997609	-0.5	8	200	5	1.57e+08
941207	-0.5	8	200	5	168240000
614051	-0.5	8	200	5	162030000
235241	-0.5	8	200	5	162220000
420811	-0.5	8	200	5	147060000
163147	-0.5	8	200	5	141330000
282571	-0.5	8	200	5	147780000
998813	-0.5	8	200	5	158020000
140827	-0.5	8	200	5	161570000
916337	-0.5	8	200	5	143990000
386363	-0.5	8	200	5	146230000
695117	-0.5	8	200	5	139640000
176357	-0.5	8	200	5	167690000
333673	-0.5	8	200	5	159200000
305369	-0.5	8	200	20	161060000
908797	-0.5	8	200	20	176960000
266129	-0.5	8	200	20	153770000
314693	-0.5	8	200	20	164780000
801569	-0.5	8	200	20	148960000
934229	-0.5	8	200	20	151750000
997609	-0.5	8	200	20	1.56e+08
941207	-0.5	8	200	20	168300000
614051	-0.5	8	200	20	162480000
235241	-0.5	8	200	20	171490000
420811	-0.5	8	200	20	149810000
163147	-0.5	8	200	20	153300000
282571	-0.5	8	200	20	164020000
998813	-0.5	8	200	20	160220000
140827	-0.5	8	200	20	175590000
916337	-0.5	8	200	20	146310000
386363	-0.5	8	200	20	143480000
695117	-0.5	8	200	20	146630000
176357	-0.5	8	200	20	167680000
333673	-0.5	8	200	20	142790000
305369	-0.5	8	100	5	167120000
908797	-0.5	8	100	5	149070000
266129	-0.5	8	100	5	137510000
314693	-0.5	8	100	5	161360000
801569	-0.5	8	100	5	144550000
934229	-0.5	8	100	5	152620000
997609	-0.5	8	100	5	155230000
941207	-0.5	8	100	5	166090000
614051	-0.5	8	100	5	160800000
235241	-0.5	8	100	5	162400000
420811	-0.5	8	100	5	140700000
163147	-0.5	8	100	5	132770000
282571	-0.5	8	100	5	146010000
998813	-0.5	8	100	5	157050000
140827	-0.5	8	100	5	156790000
916337	-0.5	8	100	5	142430000
386363	-0.5	8	100	5	147180000
695117	-0.5	8	100	5	140290000
176357	-0.5	8	100	5	166830000
333673	-0.5	8	100	5	1.6e+08
305369	-0.5	8	100	20	159730000
908797	-0.5	8	100	20	169630000
266129	-0.5	8	100	20	144390000
314693	-0.5	8	100	20	160960000
801569	-0.5	8	100	20	149200000
934229	-0.5	8	100	20	149410000
997609	-0.5	8	100	20	152660000
941207	-0.5	8	100	20	163140000
614051	-0.5	8	100	20	159480000
235241	-0.5	8	100	20	169500000
420811	-0.5	8	100	20	144690000
163147	-0.5	8	100	20	150980000
282571	-0.5	8	100	20	161580000
998813	-0.5	8	100	20	158850000
140827	-0.5	8	100	20	167910000
916337	-0.5	8	100	20	144550000
386363	-0.5	8	100	20	145790000
695117	-0.5	8	100	20	143330000
176357	-0.5	8	100	20	165170000
333673	-0.5	8	100	20	143150000
305369	-0.5	8	50	5	166400000
908797	-0.5	8	50	5	146990000
266129	-0.5	8	50	5	138600000
314693	-0.5	8	50	5	162600000
801569	-0.5	8	50	5	144090000
934229	-0.5	8	50	5	150220000
997609	-0.5	8	50	5	154610000
941207	-0.5	8	50	5	166110000
614051	-0.5	8	50	5	158390000
235241	-0.5	8	50	5	160760000
420811	-0.5	8	50	5	140900000
163147	-0.5	8	50	5	132710000
282571	-0.5	8	50	5	144490000
998813	-0.5	8	50	5	153910000
140827	-0.5	8	50	5	154480000
916337	-0.5	8	50	5	137830000
386363	-0.5	8	50	5	146740000
695117	-0.5	8	50	5	140120000
176357	-0.5	8	50	5	164390000
333673	-0.5	8	50	5	156430000
305369	-0.5	8	50	20	157510000
908797	-0.5	8	50	20	169260000
266129	-0.5	8	50	20	145320000
314693	-0.5	8	50	20	157720000
801569	-0.5	8	50	20	144850000
934229	-0.5	8	50	20	145770000
997609	-0.5	8	50	20	147330000
941207	-0.5	8	50	20	164170000
614051	-0.5	8	50	20	160500000
235241	-0.5	8	50	20	168760000
420811	-0.5	8	50	20	142640000
163147	-0.5	8	50	20	144950000
282571	-0.5	8	50	20	160140000
998813	-0.5	8	50	20	155230000
140827	-0.5	8	50	20	164160000
916337	-0.5	8	50	20	143740000
386363	-0.5	8	50	20	139720000
695117	-0.5	8	50	20	145760000
176357	-0.5	8	50	20	164680000
333673	-0.5	8	50	20	140490000
305369	-0.5	8	20	5	163320000
908797	-0.5	8	20	5	144570000
266129	-0.5	8	20	5	138690000
314693	-0.5	8	20	5	161150000
801569	-0.5	8	20	5	140660000
934229	-0.5	8	20	5	146190000
997609	-0.5	8	20	5	153890000
941207	-0.5	8	20	5	165700000
614051	-0.5	8	20	5	155140000
235241	-0.5	8	20	5	158410000
420811	-0.5	8	20	5	141120000
163147	-0.5	8	20	5	128810000
282571	-0.5	8	20	5	143730000
998813	-0.5	8	20	5	151440000
140827	-0.5	8	20	5	153810000
916337	-0.5	8	20	5	137460000
386363	-0.5	8	20	5	147250000
695117	-0.5	8	20	5	140330000
176357	-0.5	8	20	5	161170000
333673	-0.5	8	20	5	154890000
305369	-0.5	8	20	20	156140000
908797	-0.5	8	20	20	168650000
266129	-0.5	8	20	20	145460000
314693	-0.5	8	20	20	156950000
801569	-0.5	8	20	20	144770000
934229	-0.5	8	20	20	144500000
997609	-0.5	8	20	20	148950000
941207	-0.5	8	20	20	164200000
614051	-0.5	8	20	20	161570000
235241	-0.5	8	20	20	167120000
420811	-0.5	8	20	20	139830000
163147	-0.5	8	20	20	143210000
282571	-0.5	8	20	20	160290000
998813	-0.5	8	20	20	155840000
140827	-0.5	8	20	20	162440000
916337	-0.5	8	20	20	143640000
386363	-0.5	8	20	20	139900000
695117	-0.5	8	20	20	144760000
176357	-0.5	8	20	20	162870000
333673	-0.5	8	20	20	140590000
305369	-0.5	8	10	5	162610000
908797	-0.5	8	10	5	144060000
266129	-0.5	8	10	5	138140000
314693	-0.5	8	10	5	158700000
801569	-0.5	8	10	5	133640000
934229	-0.5	8	10	5	145690000
997609	-0.5	8	10	5	150920000
941207	-0.5	8	10	5	165890000
614051	-0.5	8	10	5	154450000
235241	-0.5	8	10	5	157950000
420811	-0.5	8	10	5	140560000
163147	-0.5	8	10	5	128180000
282571	-0.5	8	10	5	141580000
998813	-0.5	8	10	5	148320000
140827	-0.5	8	10	5	148540000
916337	-0.5	8	10	5	137860000
386363	-0.5	8	10	5	143050000
695117	-0.5	8	10	5	137950000
176357	-0.5	8	10	5	159580000
333673	-0.5	8	10	5	155040000
305369	-0.5	8	10	20	156140000
908797	-0.5	8	10	20	168650000
266129	-0.5	8	10	20	145460000
314693	-0.5	8	10	20	156950000
801569	-0.5	8	10	20	144770000
934229	-0.5	8	10	20	144500000
997609	-0.5	8	10	20	148950000
941207	-0.5	8	10	20	164200000
614051	-0.5	8	10	20	161570000
235241	-0.5	8	10	20	167120000
420811	-0.5	8	10	20	139830000
163147	-0.5	8	10	20	143210000
282571	-0.5	8	10	20	160290000
998813	-0.5	8	10	20	155840000
140827	-0.5	8	10	20	162440000
916337	-0.5	8	10	20	143640000
386363	-0.5	8	10	20	139900000
695117	-0.5	8	10	20	144760000
176357	-0.5	8	10	20	162870000
333673	-0.5	8	10	20	140590000
305369	-0.5	10	1000	5	165510000
908797	-0.5	10	1000	5	168030000
266129	-0.5	10	1000	5	145650000
314693	-0.5	10	1000	5	166130000
801569	-0.5	10	1000	5	1.54e+08
934229	-0.5	10	1000	5	157440000
997609	-0.5	10	1000	5	169510000
941207	-0.5	10	1000	5	149140000
614051	-0.5	10	1000	5	165480000
235241	-0.5	10	1000	5	183110000
420811	-0.5	10	1000	5	151710000
163147	-0.5	10	1000	5	153710000
282571	-0.5	10	1000	5	154840000
998813	-0.5	10	1000	5	163570000
140827	-0.5	10	1000	5	152990000
916337	-0.5	10	1000	5	144830000
386363	-0.5	10	1000	5	155960000
695117	-0.5	10	1000	5	140890000
176357	-0.5	10	1000	5	181350000
333673	-0.5	10	1000	5	154730000
305369	-0.5	10	1000	20	173590000
908797	-0.5	10	1000	20	178610000
266129	-0.5	10	1000	20	155110000
314693	-0.5	10	1000	20	170540000
801569	-0.5	10	1000	20	150130000
934229	-0.5	10	1000	20	159880000
997609	-0.5	10	1000	20	166530000
941207	-0.5	10	1000	20	148620000
614051	-0.5	10	1000	20	166270000
235241	-0.5	10	1000	20	173250000
420811	-0.5	10	1000	20	146680000
163147	-0.5	10	1000	20	155720000
282571	-0.5	10	1000	20	154380000
998813	-0.5	10	1000	20	164060000
140827	-0.5	10	1000	20	151640000
916337	-0.5	10	1000	20	150070000
386363	-0.5	10	1000	20	155100000
695117	-0.5	10	1000	20	139270000
176357	-0.5	10	1000	20	162820000
333673	-0.5	10	1000	20	149440000
305369	-0.5	10	800	5	165520000
908797	-0.5	10	800	5	162540000
266129	-0.5	10	800	5	142900000
314693	-0.5	10	800	5	167890000
801569	-0.5	10	800	5	146690000
934229	-0.5	10	800	5	158570000
997609	-0.5	10	800	5	166910000
941207	-0.5	10	800	5	1.49e+08
614051	-0.5	10	800	5	166590000
235241	-0.5	10	800	5	179830000
420811	-0.5	10	800	5	150860000
163147	-0.5	10	800	5	152310000
282571	-0.5	10	800	5	154710000
998813	-0.5	10	800	5	162690000
140827	-0.5	10	800	5	158850000
916337	-0.5	10	800	5	146620000
386363	-0.5	10	800	5	158080000
695117	-0.5	10	800	5	140720000
176357	-0.5	10	800	5	180830000
333673	-0.5	10	800	5	155560000
305369	-0.5	10	800	20	164040000
908797	-0.5	10	800	20	167280000
266129	-0.5	10	800	20	149880000
314693	-0.5	10	800	20	164900000
801569	-0.5	10	800	20	151900000
934229	-0.5	10	800	20	160820000
997609	-0.5	10	800	20	163930000
941207	-0.5	10	800	20	153400000
614051	-0.5	10	800	20	166890000
235241	-0.5	10	800	20	169290000
420811	-0.5	10	800	20	147580000
163147	-0.5	10	800	20	153560000
282571	-0.5	10	800	20	154580000
998813	-0.5	10	800	20	160410000
140827	-0.5	10	800	20	168520000
916337	-0.5	10	800	20	146250000
386363	-0.5	10	800	20	154800000
695117	-0.5	10	800	20	138660000
176357	-0.5	10	800	20	157970000
333673	-0.5	10	800	20	151230000
305369	-0.5	10	600	5	166270000
908797	-0.5	10	600	5	163760000
266129	-0.5	10	600	5	145920000
314693	-0.5	10	600	5	168070000
801569	-0.5	10	600	5	147600000
934229	-0.5	10	600	5	150860000
997609	-0.5	10	600	5	166640000
941207	-0.5	10	600	5	149600000
614051	-0.5	10	600	5	163170000
235241	-0.5	10	600	5	180490000
420811	-0.5	10	600	5	151600000
163147	-0.5	10	600	5	152050000
282571	-0.5	10	600	5	155790000
998813	-0.5	10	600	5	158850000
140827	-0.5	10	600	5	164520000
916337	-0.5	10	600	5	147760000
386363	-0.5	10	600	5	160690000
695117	-0.5	10	600	5	143660000
176357	-0.5	10	600	5	180800000
333673	-0.5	10	600	5	158830000
305369	-0.5	10	600	20	165320000
908797	-0.5	10	600	20	175830000
266129	-0.5	10	600	20	150070000
314693	-0.5	10	600	20	156750000
801569	-0.5	10	600	20	154430000
934229	-0.5	10	600	20	157610000
997609	-0.5	10	600	20	166510000
941207	-0.5	10	600	20	155760000
614051	-0.5	10	600	20	159710000
235241	-0.5	10	600	20	169210000
420811	-0.5	10	600	20	147280000
163147	-0.5	10	600	20	152210000
282571	-0.5	10	600	20	154520000
998813	-0.5	10	600	20	162810000
140827	-0.5	10	600	20	168290000
916337	-0.5	10	600	20	144180000
386363	-0.5	10	600	20	157710000
695117	-0.5	10	600	20	1.4e+08
176357	-0.5	10	600	20	152050000
333673	-0.5	10	600	20	152430000
305369	-0.5	10	400	5	167670000
908797	-0.5	10	400	5	168190000
266129	-0.5	10	400	5	142960000
314693	-0.5	10	400	5	167860000
801569	-0.5	10	400	5	147410000
934229	-0.5	10	400	5	153760000
997609	-0.5	10	400	5	162040000
941207	-0.5	10	400	5	154110000
614051	-0.5	10	400	5	162800000
235241	-0.5	10	400	5	174580000
420811	-0.5	10	400	5	150300000
163147	-0.5	10	400	5	156770000
282571	-0.5	10	400	5	154830000
998813	-0.5	10	400	5	150620000
140827	-0.5	10	400	5	166150000
916337	-0.5	10	400	5	148220000
386363	-0.5	10	400	5	156740000
695117	-0.5	10	400	5	142730000
176357	-0.5	10	400	5	181360000
333673	-0.5	10	400	5	164130000
305369	-0.5	10	400	20	168400000
908797	-0.5	10	400	20	175500000
266129	-0.5	10	400	20	151540000
314693	-0.5	10	400	20	160010000
801569	-0.5	10	400	20	152470000
934229	-0.5	10	400	20	162440000
997609	-0.5	10	400	20	160340000
941207	-0.5	10	400	20	154840000
614051	-0.5	10	400	20	153050000
235241	-0.5	10	400	20	167110000
420811	-0.5	10	400	20	150730000
163147	-0.5	10	400	20	151630000
282571	-0.5	10	400	20	157610000
998813	-0.5	10	400	20	155770000
140827	-0.5	10	400	20	173120000
916337	-0.5	10	400	20	145270000
386363	-0.5	10	400	20	148730000
695117	-0.5	10	400	20	142380000
176357	-0.5	10	400	20	150490000
333673	-0.5	10	400	20	153060000
305369	-0.5	10	200	5	169350000
908797	-0.5	10	200	5	169090000
266129	-0.5	10	200	5	142110000
314693	-0.5	10	200	5	162480000
801569	-0.5	10	200	5	144630000
934229	-0.5	10	200	5	146360000
997609	-0.5	10	200	5	161080000
941207	-0.5	10	200	5	152580000
614051	-0.5	10	200	5	161940000
235241	-0.5	10	200	5	170140000
420811	-0.5	10	200	5	143320000
163147	-0.5	10	200	5	155250000
282571	-0.5	10	200	5	152970000
998813	-0.5	10	200	5	149430000
140827	-0.5	10	200	5	166380000
916337	-0.5	10	200	5	141180000
386363	-0.5	10	200	5	153180000
695117	-0.5	10	200	5	138020000
176357	-0.5	10	200	5	179570000
333673	-0.5	10	200	5	156210000
305369	-0.5	10	200	20	157540000
908797	-0.5	10	200	20	174870000
266129	-0.5	10	200	20	154940000
314693	-0.5	10	200	20	152650000
801569	-0.5	10	200	20	148520000
934229	-0.5	10	200	20	157890000
997609	-0.5	10	200	20	154080000
941207	-0.5	10	200	20	152220000
614051	-0.5	10	200	20	153270000
235241	-0.5	10	200	20	1.53e+08
420811	-0.5	10	200	20	143490000
163147	-0.5	10	200	20	147730000
282571	-0.5	10	200	20	153180000
998813	-0.5	10	200	20	158770000
140827	-0.5	10	200	20	170580000
916337	-0.5	10	200	20	141710000
386363	-0.5	10	200	20	131210000
695117	-0.5	10	200	20	138100000
176357	-0.5	10	200	20	151110000
333673	-0.5	10	200	20	146950000
305369	-0.5	10	100	5	159860000
908797	-0.5	10	100	5	158460000
266129	-0.5	10	100	5	134090000
314693	-0.5	10	100	5	157020000
801569	-0.5	10	100	5	137110000
934229	-0.5	10	100	5	143620000
997609	-0.5	10	100	5	158360000
941207	-0.5	10	100	5	147190000
614051	-0.5	10	100	5	159160000
235241	-0.5	10	100	5	166530000
420811	-0.5	10	100	5	1.36e+08
163147	-0.5	10	100	5	146530000
282571	-0.5	10	100	5	147370000
998813	-0.5	10	100	5	145230000
140827	-0.5	10	100	5	163870000
916337	-0.5	10	100	5	139490000
386363	-0.5	10	100	5	147370000
695117	-0.5	10	100	5	136380000
176357	-0.5	10	100	5	171350000
333673	-0.5	10	100	5	156920000
305369	-0.5	10	100	20	153020000
908797	-0.5	10	100	20	161630000
266129	-0.5	10	100	20	146190000
314693	-0.5	10	100	20	146240000
801569	-0.5	10	100	20	143600000
934229	-0.5	10	100	20	147830000
997609	-0.5	10	100	20	144950000
941207	-0.5	10	100	20	146010000
614051	-0.5	10	100	20	142370000
235241	-0.5	10	100	20	151180000
420811	-0.5	10	100	20	133320000
163147	-0.5	10	100	20	146210000
282571	-0.5	10	100	20	148230000
998813	-0.5	10	100	20	149540000
140827	-0.5	10	100	20	165030000
916337	-0.5	10	100	20	132280000
386363	-0.5	10	100	20	129770000
695117	-0.5	10	100	20	136690000
176357	-0.5	10	100	20	145370000
333673	-0.5	10	100	20	143150000
305369	-0.5	10	50	5	158460000
908797	-0.5	10	50	5	155360000
266129	-0.5	10	50	5	131690000
314693	-0.5	10	50	5	154490000
801569	-0.5	10	50	5	133800000
934229	-0.5	10	50	5	135780000
997609	-0.5	10	50	5	153670000
941207	-0.5	10	50	5	142570000
614051	-0.5	10	50	5	157630000
235241	-0.5	10	50	5	164160000
420811	-0.5	10	50	5	136430000
163147	-0.5	10	50	5	146710000
282571	-0.5	10	50	5	139980000
998813	-0.5	10	50	5	140660000
140827	-0.5	10	50	5	157230000
916337	-0.5	10	50	5	135110000
386363	-0.5	10	50	5	143150000
695117	-0.5	10	50	5	132150000
176357	-0.5	10	50	5	168410000
333673	-0.5	10	50	5	150050000
305369	-0.5	10	50	20	148990000
908797	-0.5	10	50	20	159520000
266129	-0.5	10	50	20	146420000
314693	-0.5	10	50	20	142670000
801569	-0.5	10	50	20	134370000
934229	-0.5	10	50	20	142580000
997609	-0.5	10	50	20	140750000
941207	-0.5	10	50	20	146260000
614051	-0.5	10	50	20	139260000
235241	-0.5	10	50	20	147100000
420811	-0.5	10	50	20	130630000
163147	-0.5	10	50	20	141640000
282571	-0.5	10	50	20	146120000
998813	-0.5	10	50	20	144410000
140827	-0.5	10	50	20	159070000
916337	-0.5	10	50	20	126460000
386363	-0.5	10	50	20	126840000
695117	-0.5	10	50	20	135730000
176357	-0.5	10	50	20	136190000
333673	-0.5	10	50	20	135100000
305369	-0.5	10	20	5	152090000
908797	-0.5	10	20	5	152420000
266129	-0.5	10	20	5	125140000
314693	-0.5	10	20	5	150810000
801569	-0.5	10	20	5	126440000
934229	-0.5	10	20	5	125160000
997609	-0.5	10	20	5	150860000
941207	-0.5	10	20	5	140650000
614051	-0.5	10	20	5	146810000
235241	-0.5	10	20	5	149920000
420811	-0.5	10	20	5	133300000
163147	-0.5	10	20	5	138900000
282571	-0.5	10	20	5	138850000
998813	-0.5	10	20	5	135580000
140827	-0.5	10	20	5	150010000
916337	-0.5	10	20	5	134920000
386363	-0.5	10	20	5	142590000
695117	-0.5	10	20	5	125640000
176357	-0.5	10	20	5	157210000
333673	-0.5	10	20	5	143810000
305369	-0.5	10	20	20	147880000
908797	-0.5	10	20	20	158310000
266129	-0.5	10	20	20	144960000
314693	-0.5	10	20	20	141700000
801569	-0.5	10	20	20	134930000
934229	-0.5	10	20	20	139910000
997609	-0.5	10	20	20	143300000
941207	-0.5	10	20	20	146270000
614051	-0.5	10	20	20	140620000
235241	-0.5	10	20	20	139960000
420811	-0.5	10	20	20	127650000
163147	-0.5	10	20	20	136870000
282571	-0.5	10	20	20	143700000
998813	-0.5	10	20	20	145200000
140827	-0.5	10	20	20	155830000
916337	-0.5	10	20	20	126570000
386363	-0.5	10	20	20	129350000
695117	-0.5	10	20	20	132350000
176357	-0.5	10	20	20	134210000
333673	-0.5	10	20	20	134360000
305369	-0.5	10	10	5	147890000
908797	-0.5	10	10	5	150380000
266129	-0.5	10	10	5	124960000
314693	-0.5	10	10	5	143430000
801569	-0.5	10	10	5	115950000
934229	-0.5	10	10	5	123250000
997609	-0.5	10	10	5	147140000
941207	-0.5	10	10	5	135660000
614051	-0.5	10	10	5	141950000
235241	-0.5	10	10	5	145180000
420811	-0.5	10	10	5	126960000
163147	-0.5	10	10	5	136820000
282571	-0.5	10	10	5	135230000
998813	-0.5	10	10	5	130010000
140827	-0.5	10	10	5	137750000
916337	-0.5	10	10	5	132130000
386363	-0.5	10	10	5	133280000
695117	-0.5	10	10	5	121730000
176357	-0.5	10	10	5	151500000
333673	-0.5	10	10	5	141860000
305369	-0.5	10	10	20	147880000
908797	-0.5	10	10	20	158310000
266129	-0.5	10	10	20	144960000
314693	-0.5	10	10	20	141700000
801569	-0.5	10	10	20	134930000
934229	-0.5	10	10	20	139910000
997609	-0.5	10	10	20	143300000
941207	-0.5	10	10	20	146270000
614051	-0.5	10	10	20	140620000
235241	-0.5	10	10	20	139960000
420811	-0.5	10	10	20	127650000
163147	-0.5	10	10	20	136870000
282571	-0.5	10	10	20	143700000
998813	-0.5	10	10	20	145200000
140827	-0.5	10	10	20	155830000
916337	-0.5	10	10	20	126570000
386363	-0.5	10	10	20	129350000
695117	-0.5	10	10	20	132350000
176357	-0.5	10	10	20	134210000
333673	-0.5	10	10	20	134360000
305369	-0.5	12	1000	5	163470000
908797	-0.5	12	1000	5	165940000
266129	-0.5	12	1000	5	157460000
314693	-0.5	12	1000	5	166920000
801569	-0.5	12	1000	5	153570000
934229	-0.5	12	1000	5	156930000
997609	-0.5	12	1000	5	161780000
941207	-0.5	12	1000	5	148290000
614051	-0.5	12	1000	5	164810000
235241	-0.5	12	1000	5	178910000
420811	-0.5	12	1000	5	156710000
163147	-0.5	12	1000	5	150520000
282571	-0.5	12	1000	5	155250000
998813	-0.5	12	1000	5	179750000
140827	-0.5	12	1000	5	148890000
916337	-0.5	12	1000	5	144370000
386363	-0.5	12	1000	5	163880000
695117	-0.5	12	1000	5	140690000
176357	-0.5	12	1000	5	178770000
333673	-0.5	12	1000	5	155520000
305369	-0.5	12	1000	20	172840000
908797	-0.5	12	1000	20	170810000
266129	-0.5	12	1000	20	155520000
314693	-0.5	12	1000	20	170740000
801569	-0.5	12	1000	20	150530000
934229	-0.5	12	1000	20	158950000
997609	-0.5	12	1000	20	166250000
941207	-0.5	12	1000	20	158510000
614051	-0.5	12	1000	20	170450000
235241	-0.5	12	1000	20	174140000
420811	-0.5	12	1000	20	148830000
163147	-0.5	12	1000	20	157940000
282571	-0.5	12	1000	20	148810000
998813	-0.5	12	1000	20	163460000
140827	-0.5	12	1000	20	151270000
916337	-0.5	12	1000	20	153070000
386363	-0.5	12	1000	20	154700000
695117	-0.5	12	1000	20	140740000
176357	-0.5	12	1000	20	162340000
333673	-0.5	12	1000	20	146800000
305369	-0.5	12	800	5	154270000
908797	-0.5	12	800	5	163150000
266129	-0.5	12	800	5	154710000
314693	-0.5	12	800	5	165340000
801569	-0.5	12	800	5	146180000
934229	-0.5	12	800	5	1.58e+08
997609	-0.5	12	800	5	159180000
941207	-0.5	12	800	5	148150000
614051	-0.5	12	800	5	165890000
235241	-0.5	12	800	5	175590000
420811	-0.5	12	800	5	155860000
163147	-0.5	12	800	5	149120000
282571	-0.5	12	800	5	152250000
998813	-0.5	12	800	5	178590000
140827	-0.5	12	800	5	154070000
916337	-0.5	12	800	5	146080000
386363	-0.5	12	800	5	166850000
695117	-0.5	12	800	5	140520000
176357	-0.5	12	800	5	178370000
333673	-0.5	12	800	5	156420000
305369	-0.5	12	800	20	163190000
908797	-0.5	12	800	20	159940000
266129	-0.5	12	800	20	149790000
314693	-0.5	12	800	20	164990000
801569	-0.5	12	800	20	152920000
934229	-0.5	12	800	20	159890000
997609	-0.5	12	800	20	163450000
941207	-0.5	12	800	20	164730000
614051	-0.5	12	800	20	170390000
235241	-0.5	12	800	20	169850000
420811	-0.5	12	800	20	149400000
163147	-0.5	12	800	20	155780000
282571	-0.5	12	800	20	148970000
998813	-0.5	12	800	20	149250000
140827	-0.5	12	800	20	169220000
916337	-0.5	12	800	20	149250000
386363	-0.5	12	800	20	153300000
695117	-0.5	12	800	20	139790000
176357	-0.5	12	800	20	157490000
333673	-0.5	12	800	20	154740000
305369	-0.5	12	600	5	156170000
908797	-0.5	12	600	5	164880000
266129	-0.5	12	600	5	157540000
314693	-0.5	12	600	5	166710000
801569	-0.5	12	600	5	148270000
934229	-0.5	12	600	5	151340000
997609	-0.5	12	600	5	160960000
941207	-0.5	12	600	5	148750000
614051	-0.5	12	600	5	162860000
235241	-0.5	12	600	5	175960000
420811	-0.5	12	600	5	152670000
163147	-0.5	12	600	5	147650000
282571	-0.5	12	600	5	153330000
998813	-0.5	12	600	5	178860000
140827	-0.5	12	600	5	148350000
916337	-0.5	12	600	5	148160000
